incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0004958,2023,5,Wednesday,Autumn,Afternoon (12pm-6pm),Mexico,Urban,1104,Vandalism,3.6,1,Female,26-35,0,0,83.85,Firearm,Arrested,Closed - Unsolved,Anonymous Tip,24.5,3,6,No,No,No,Partial Coverage,Partially Lit,4,48.4,No
CRM0004959,2024,5,Tuesday,Spring,Night (10pm-2am),South Africa,Urban,7908,Assault,3.5,1,Unknown,56-65,0,0,23.49,Firearm,At Large,Closed - Unsolved,Emergency Call,67.8,1,16,No,No,Yes,No Coverage,Well Lit,2,24.5,No
CRM0004960,2023,10,Friday,Winter,Afternoon (12pm-6pm),Canada,Urban,1781,Burglary,4.6,1,Female,18-25,0,0,466.37,,Convicted,Pending Trial,Police Station,20.2,3,15,No,No,No,Full Coverage,Well Lit,2,61.6,Yes
CRM0004961,2024,10,Sunday,Spring,Evening (6pm-10pm),India,Urban,2324,Sexual Assault,3.5,1,Male,26-35,0,0,158.15,,Under Investigation,Closed - Unsolved,Police Station,76.1,1,88,Yes,No,No,Partial Coverage,Partially Lit,4,49.1,No
CRM0004962,2021,11,Monday,Autumn,Morning (6am-12pm),Australia,Suburban,547,Theft,8.9,2,Male,65+,3,0,356.52,Chemical,Arrested,Closed - Unsolved,Police Station,68.0,3,95,No,Unknown,Yes,Partial Coverage,Poorly Lit,3,27.8,No
CRM0004963,2025,7,Thursday,Spring,Late Night (2am-6am),UK,Urban,1506,Cybercrime,5.4,2,Male,26-35,0,0,876.24,Firearm,Convicted,Open - Active,Community Report,27.6,5,140,No,No,No,Full Coverage,Well Lit,7,72.0,No
CRM0004964,2025,3,Wednesday,Autumn,Evening (6pm-10pm),Turkey,Urban,1016,Burglary,8.2,3,Male,26-35,2,1,126.08,Knife,Arrested,Pending Trial,Online Portal,26.2,5,41,No,Yes,No,Full Coverage,Partially Lit,1,49.8,Yes
CRM0004965,2023,7,Monday,Winter,Evening (6pm-10pm),Pakistan,,157,Robbery,5.1,3,Female,46-55,0,0,163.41,,At Large,Pending Trial,Police Station,38.5,4,47,Yes,No,No,Partial Coverage,Partially Lit,2,49.7,Yes
CRM0004966,2024,1,Tuesday,Summer,Night (10pm-2am),France,Rural,122,Theft,3.1,1,Male,36-45,0,0,11.06,Firearm,Unknown,Closed - Unsolved,Community Report,19.9,1,9,No,No,Unknown,Partial Coverage,Well Lit,6,63.9,No
CRM0004967,2022,3,Wednesday,,Evening (6pm-10pm),Indonesia,Rural,41,Fraud,5.7,1,Male,26-35,1,0,145.33,Blunt Object,Arrested,Open - Cold Case,Online Portal,26.3,2,21,Yes,Unknown,Yes,No Coverage,Partially Lit,0,47.4,No
CRM0004968,2024,12,Tuesday,,Late Night (2am-6am),Australia,Urban,1029,Vandalism,4.3,2,Male,18-25,0,0,141.89,,Unknown,Open - Cold Case,Community Report,47.5,2,156,No,No,No,No Coverage,Partially Lit,1,59.5,No
CRM0004969,2025,7,Monday,Winter,Late Night (2am-6am),Pakistan,Suburban,186,Trafficking,6.0,1,Male,65+,0,0,253.27,Unknown,Arrested,Open - Cold Case,Police Station,35.2,4,78,No,No,Unknown,Partial Coverage,Well Lit,4,59.9,No
CRM0004970,2021,12,Thursday,Summer,Night (10pm-2am),India,Urban,736,Assault,7.2,2,Female,36-45,4,0,15746.99,Knife,Arrested,Closed - Unsolved,Police Station,89.5,1,231,Unknown,Yes,No,No Coverage,Well Lit,7,19.6,No
CRM0004971,2024,8,Sunday,Summer,Evening (6pm-10pm),France,Rural,65,Sexual Assault,2.2,1,Male,26-35,0,0,97.81,Firearm,Under Investigation,Open - Cold Case,Police Station,41.3,3,68,Yes,No,Yes,No Coverage,Poorly Lit,2,53.8,No
CRM0004972,2023,3,Monday,Summer,Afternoon (12pm-6pm),Germany,Suburban,340,Burglary,7.0,1,Female,46-55,3,0,302.73,Blunt Object,Convicted,Open - Active,Emergency Call,24.4,3,15,Yes,No,Yes,Full Coverage,Well Lit,2,36.5,No
CRM0004973,2025,9,Friday,Autumn,Late Night (2am-6am),Mexico,Remote,34,Robbery,6.6,1,Male,65+,0,0,1311.73,Firearm,Arrested,Pending Trial,Anonymous Tip,20.6,2,143,No,No,No,Partial Coverage,Partially Lit,3,56.4,Yes
CRM0004974,2024,8,Saturday,Spring,Morning (6am-12pm),USA,Suburban,200,Assault,5.5,1,Male,18-25,0,0,246.32,,Arrested,Open - Active,Emergency Call,39.3,1,62,Unknown,No,No,No Coverage,Well Lit,6,49.7,No
CRM0004975,2021,9,Monday,Spring,Afternoon (12pm-6pm),Nigeria,Remote,6,Robbery,8.2,2,Female,36-45,1,0,1597.5,Vehicle,Under Investigation,Open - Active,Anonymous Tip,10.5,3,59,No,No,Yes,Partial Coverage,Partially Lit,0,67.2,No
CRM0004976,2024,12,Tuesday,Summer,Night (10pm-2am),India,Rural,86,Robbery,6.7,1,Female,18-25,1,0,104.71,Knife,Under Investigation,Closed - Unsolved,Community Report,27.8,2,12,No,Unknown,Unknown,No Coverage,Poorly Lit,1,58.8,No
CRM0004977,2024,4,Saturday,Winter,Evening (6pm-10pm),India,Urban,1556,Theft,7.0,2,Male,18-25,4,3,14054.22,,Arrested,Closed - Solved,Police Station,59.5,5,59,Unknown,No,No,Full Coverage,Partially Lit,3,42.3,Yes
CRM0004978,2025,3,Wednesday,Autumn,Evening (6pm-10pm),Egypt,Suburban,449,Domestic Violence,6.4,2,Female,56-65,4,0,1820.93,,At Large,Open - Active,Anonymous Tip,43.2,4,45,No,Yes,Yes,Partial Coverage,Well Lit,2,38.6,No
CRM0004979,2024,12,Saturday,Spring,Afternoon (12pm-6pm),Pakistan,Suburban,639,Sexual Assault,7.9,1,Female,18-25,0,0,216.31,Knife,Under Investigation,Open - Cold Case,Online Portal,80.8,2,29,No,Yes,No,No Coverage,Partially Lit,2,37.1,No
CRM0004980,2021,11,Tuesday,Winter,Afternoon (12pm-6pm),Pakistan,Urban,6855,Theft,7.2,1,Male,26-35,0,0,42.29,Firearm,At Large,Open - Cold Case,Emergency Call,19.8,5,14,No,No,Yes,Full Coverage,Poorly Lit,4,36.5,No
CRM0004981,2025,11,Saturday,Autumn,Night (10pm-2am),Australia,,1698,Fraud,7.8,1,Male,26-35,0,0,314.66,,Arrested,Pending Trial,Emergency Call,17.9,6,85,Yes,No,No,Full Coverage,Well Lit,3,59.3,Yes
CRM0004982,2024,7,Friday,Winter,Morning (6am-12pm),Australia,Rural,111,Theft,4.3,1,Male,26-35,0,0,51.77,,Arrested,Closed - Solved,Police Station,14.3,4,122,Yes,No,Yes,Partial Coverage,Well Lit,2,59.4,Yes
CRM0004983,2024,12,Friday,Winter,Evening (6pm-10pm),USA,Suburban,555,Assault,7.8,2,Female,18-25,0,0,316.22,Knife,Under Investigation,Open - Active,Police Station,43.2,4,9,No,No,No,No Coverage,Well Lit,2,30.4,No
CRM0004984,2022,5,Friday,Winter,Afternoon (12pm-6pm),Canada,,668,Sexual Assault,6.2,1,Female,65+,0,0,84.88,Knife,Unknown,Open - Cold Case,Emergency Call,51.0,4,55,Yes,No,No,Partial Coverage,Poorly Lit,2,67.6,No
CRM0004985,2024,11,Sunday,Winter,Late Night (2am-6am),Pakistan,Urban,1513,Theft,7.2,4,Female,26-35,0,0,2628.06,Blunt Object,Unknown,Closed - Unsolved,Police Station,43.7,3,104,Unknown,No,Yes,Partial Coverage,Poorly Lit,4,31.4,No
CRM0004986,2024,1,Sunday,Autumn,Afternoon (12pm-6pm),South Africa,Suburban,543,Assault,4.4,1,Male,46-55,0,0,138.88,Firearm,Arrested,Open - Active,Emergency Call,17.0,5,8,Unknown,No,No,Partial Coverage,Partially Lit,1,69.4,No
CRM0004987,2025,6,Tuesday,Autumn,Evening (6pm-10pm),Canada,Suburban,699,Theft,7.7,1,Male,18-25,0,0,119.32,Chemical,Unknown,Closed - Unsolved,Police Station,45.6,5,13,Yes,Yes,No,Partial Coverage,Well Lit,4,51.7,No
CRM0004988,2023,10,Saturday,Summer,Afternoon (12pm-6pm),Egypt,Urban,4369,Burglary,8.2,1,Female,56-65,3,0,384.51,,Convicted,Closed - Unsolved,Emergency Call,35.8,4,35,Yes,No,No,Full Coverage,Well Lit,4,44.5,No
CRM0004989,2022,12,Thursday,Summer,Evening (6pm-10pm),USA,Rural,88,Fraud,5.1,1,Female,56-65,0,0,49.58,,Convicted,Closed - Unsolved,Online Portal,55.5,2,14,Unknown,Unknown,Unknown,No Coverage,No Lighting,1,35.7,No
CRM0004990,2021,5,Sunday,Autumn,Night (10pm-2am),Mexico,Suburban,392,Cybercrime,4.1,1,Male,56-65,0,0,683.78,,Arrested,Closed - Unsolved,Emergency Call,23.9,3,71,Yes,No,No,Partial Coverage,Well Lit,2,65.0,No
CRM0004991,2023,7,Sunday,Summer,Night (10pm-2am),India,Rural,45,Drug Offense,3.1,1,Female,65+,0,0,71.24,Knife,Under Investigation,Open - Active,Police Station,10.0,4,31,Yes,No,No,Partial Coverage,Well Lit,0,81.8,No
CRM0004992,2025,4,Thursday,Summer,Evening (6pm-10pm),Pakistan,Urban,1503,Theft,6.4,1,Female,36-45,0,0,5256.26,Chemical,Convicted,Pending Trial,Community Report,25.7,3,20,Yes,No,No,Partial Coverage,Poorly Lit,1,30.6,Yes
CRM0004993,2024,4,Saturday,Winter,Morning (6am-12pm),India,Remote,24,Burglary,6.4,1,Male,,1,0,40.01,,Arrested,Open - Active,Police Station,24.2,1,17,No,Yes,Unknown,Partial Coverage,No Lighting,1,71.2,No
CRM0004994,2024,5,Sunday,Autumn,Night (10pm-2am),Pakistan,Suburban,287,Fraud,5.5,2,Female,,0,0,335.74,Knife,At Large,Pending Trial,Police Station,47.4,2,8,No,Unknown,No,No Coverage,No Lighting,2,38.0,Yes
CRM0004995,2023,11,Monday,Summer,Afternoon (12pm-6pm),India,Urban,3482,Drug Offense,9.3,3,Female,65+,4,0,457.86,Blunt Object,Convicted,Closed - Solved,Police Station,12.0,10,51,No,No,No,Full Coverage,Well Lit,8,38.6,Yes
CRM0004996,2021,8,Monday,Summer,Afternoon (12pm-6pm),Brazil,Suburban,341,Domestic Violence,8.6,1,Female,56-65,0,0,1597.5,Firearm,Convicted,Closed - Solved,Emergency Call,45.0,2,30,Yes,No,No,Partial Coverage,Partially Lit,1,37.0,Yes
CRM0004997,2024,3,Thursday,Winter,Night (10pm-2am),India,Urban,886,Cybercrime,2.1,1,Male,36-45,0,0,118.67,,Arrested,Closed - Solved,Emergency Call,12.6,3,10,No,No,No,Full Coverage,No Lighting,0,81.1,Yes
CRM0004998,2025,11,Sunday,Autumn,Night (10pm-2am),Nigeria,Urban,1920,Robbery,6.4,1,Male,36-45,2,0,75.98,,Arrested,Closed - Unsolved,Emergency Call,65.4,2,89,Yes,No,No,No Coverage,Well Lit,4,39.4,No
CRM0004999,2024,8,Monday,Summer,Evening (6pm-10pm),Nigeria,Urban,11639,Burglary,9.5,2,Female,46-55,4,0,304.34,,Arrested,Open - Cold Case,Community Report,186.5,5,92,No,No,Yes,Partial Coverage,Well Lit,5,17.9,No
CRM0005000,2021,6,Friday,Winter,Afternoon (12pm-6pm),Germany,Urban,1264,Arson,5.3,2,Male,Under 18,0,0,287.5,,At Large,Open - Cold Case,Police Station,81.7,4,69,Yes,No,Yes,Partial Coverage,No Lighting,2,44.5,No
CRM0005001,2024,3,Sunday,Spring,Night (10pm-2am),Canada,,3761,Sexual Assault,7.2,2,Female,Under 18,0,0,15684.94,Unknown,Arrested,Pending Trial,Anonymous Tip,17.8,8,93,No,No,Unknown,Full Coverage,Well Lit,4,48.4,Yes
CRM0005002,2024,12,Monday,Autumn,Morning (6am-12pm),Australia,Suburban,210,Vandalism,6.0,1,Male,26-35,2,0,1289.64,Knife,Arrested,Closed - Solved,Emergency Call,9.3,4,12,Yes,Yes,Yes,Full Coverage,Well Lit,2,61.7,Yes
CRM0005003,2024,4,Saturday,Summer,Afternoon (12pm-6pm),Australia,Suburban,434,Fraud,7.1,3,Female,18-25,4,1,196.42,Knife,Arrested,Pending Trial,Police Station,5.8,4,37,No,No,No,Full Coverage,Partially Lit,0,74.3,Yes
CRM0005004,2023,9,Monday,Winter,Evening (6pm-10pm),Pakistan,Rural,62,Drug Offense,4.0,1,Male,56-65,0,0,440.7,,At Large,Closed - Unsolved,Police Station,7.5,5,36,Yes,Yes,No,Full Coverage,Well Lit,2,71.5,No
CRM0005005,2024,4,Wednesday,Winter,Evening (6pm-10pm),India,Suburban,488,Robbery,4.4,1,Male,46-55,1,0,108.21,,Unknown,Open - Cold Case,Online Portal,30.7,6,17,No,No,Unknown,Full Coverage,Well Lit,2,71.3,No
CRM0005006,2025,12,Sunday,Autumn,Afternoon (12pm-6pm),USA,Rural,155,Robbery,3.9,1,Female,56-65,0,0,67.92,Firearm,Under Investigation,Closed - Unsolved,Emergency Call,42.3,4,58,Unknown,No,No,Partial Coverage,Partially Lit,3,53.2,No
CRM0005007,2023,7,Thursday,Winter,Evening (6pm-10pm),Nigeria,Urban,2377,Drug Offense,6.5,5,Female,18-25,1,0,918.53,Chemical,Under Investigation,Open - Cold Case,Online Portal,34.7,2,29,No,Yes,No,No Coverage,Partially Lit,4,57.0,No
CRM0005008,2024,4,Monday,Winter,Afternoon (12pm-6pm),Pakistan,Urban,1466,Fraud,5.6,2,Male,56-65,4,0,309.96,Chemical,At Large,Open - Cold Case,Police Station,18.5,5,58,Yes,No,No,Full Coverage,Poorly Lit,2,54.6,No
CRM0005009,2021,8,Monday,Summer,Afternoon (12pm-6pm),South Africa,Suburban,713,Cybercrime,6.4,2,Male,36-45,0,0,80.5,Chemical,Acquitted,Closed - Unsolved,Online Portal,28.3,1,23,Yes,No,No,No Coverage,Partially Lit,2,48.1,No
CRM0005010,2023,8,Thursday,Spring,Evening (6pm-10pm),Indonesia,Urban,833,Arson,7.6,1,Unknown,46-55,0,0,132.85,,Under Investigation,Open - Active,Emergency Call,32.1,8,36,Unknown,No,No,Partial Coverage,Partially Lit,0,63.6,No
CRM0005011,2023,5,Saturday,Autumn,Morning (6am-12pm),India,Remote,12,Theft,7.7,1,Male,36-45,0,0,274.24,,Convicted,Closed - Unsolved,Emergency Call,15.6,2,32,Yes,No,No,Partial Coverage,No Lighting,0,65.2,No
CRM0005012,2023,6,Sunday,Summer,Night (10pm-2am),Germany,Suburban,480,Domestic Violence,6.8,1,Female,26-35,0,0,416.52,Knife,Arrested,Closed - Unsolved,Emergency Call,77.6,2,14,No,Yes,Yes,No Coverage,Partially Lit,4,39.3,No
CRM0005013,2024,8,Friday,Autumn,Evening (6pm-10pm),USA,Urban,1171,Arson,2.0,1,Female,36-45,0,0,106.71,Unknown,Arrested,Closed - Solved,Police Station,29.8,2,47,No,No,Yes,Partial Coverage,Partially Lit,3,75.2,Yes
CRM0005014,2025,12,Tuesday,Summer,Afternoon (12pm-6pm),South Africa,Urban,3043,Drug Offense,5.2,2,Male,Under 18,0,0,527.28,Blunt Object,Arrested,Open - Cold Case,Police Station,68.3,2,15,No,,No,No Coverage,Well Lit,3,48.1,No
CRM0005015,2021,5,Saturday,Summer,Night (10pm-2am),Brazil,Remote,7,Drug Offense,4.7,1,Male,18-25,0,0,18.53,Blunt Object,At Large,Open - Active,Emergency Call,11.6,2,4,No,Yes,Yes,Partial Coverage,Poorly Lit,0,80.5,No
CRM0005016,2022,1,Sunday,Autumn,Morning (6am-12pm),India,Remote,16,Robbery,6.4,3,Male,Under 18,0,0,599.61,,Under Investigation,Open - Cold Case,Emergency Call,14.6,5,49,No,No,No,Full Coverage,Poorly Lit,0,83.1,No
CRM0005017,2023,9,Tuesday,Autumn,Evening (6pm-10pm),South Africa,Suburban,217,Vandalism,5.0,1,Male,26-35,0,0,146.55,Knife,Convicted,Closed - Solved,Emergency Call,45.2,3,41,No,Unknown,No,Partial Coverage,Poorly Lit,2,54.8,Yes
CRM0005018,2022,1,Thursday,Spring,Morning (6am-12pm),Indonesia,Rural,50,Burglary,8.3,1,Female,46-55,0,0,1021.2,Firearm,Arrested,Pending Trial,Online Portal,8.5,4,7,No,Yes,No,Full Coverage,No Lighting,0,55.2,Yes
CRM0005019,2022,11,Monday,Autumn,Afternoon (12pm-6pm),Mexico,Suburban,218,Fraud,3.7,1,Male,56-65,0,0,168.52,Blunt Object,Convicted,Pending Trial,Police Station,29.8,2,79,Yes,No,No,Partial Coverage,Poorly Lit,1,69.4,Yes
CRM0005020,2021,6,Thursday,Summer,Afternoon (12pm-6pm),Nigeria,,261,Assault,8.1,4,Male,56-65,0,0,332.53,,Under Investigation,Pending Trial,Community Report,15.8,4,71,No,No,Unknown,Partial Coverage,Well Lit,1,41.2,Yes
CRM0005021,2025,6,Saturday,Winter,Late Night (2am-6am),Nigeria,Suburban,183,Theft,6.7,2,Female,56-65,0,0,3185.3,Knife,At Large,Open - Active,Police Station,33.8,4,63,Unknown,No,No,No Coverage,Poorly Lit,1,32.1,No
CRM0005022,2023,3,Saturday,Winter,Night (10pm-2am),Germany,Remote,34,Vandalism,3.1,1,Male,26-35,0,0,46.79,Vehicle,Arrested,Closed - Solved,Police Station,13.5,3,5,No,No,Yes,Full Coverage,Poorly Lit,1,83.4,Yes
CRM0005023,2024,10,Thursday,Autumn,Evening (6pm-10pm),Australia,Rural,53,Robbery,7.5,2,Male,26-35,0,0,59.45,Knife,Convicted,Closed - Solved,Community Report,47.6,1,31,No,,No,No Coverage,Well Lit,2,41.6,Yes
CRM0005024,2023,5,Saturday,Winter,Night (10pm-2am),Mexico,Urban,1773,Drug Offense,2.1,2,Male,36-45,0,0,132.3,Firearm,Convicted,Closed - Solved,Emergency Call,40.9,3,22,No,No,No,Partial Coverage,Well Lit,2,54.2,Yes
CRM0005025,2024,2,Thursday,Summer,Night (10pm-2am),Egypt,Suburban,632,Fraud,9.5,2,Unknown,56-65,4,0,6911.07,Knife,Arrested,Closed - Solved,Police Station,29.2,3,48,Unknown,No,No,Full Coverage,Poorly Lit,2,25.8,Yes
CRM0005026,2022,2,Thursday,Summer,Late Night (2am-6am),UK,Suburban,449,Drug Offense,4.8,1,Female,46-55,0,0,148.09,Unknown,At Large,Open - Active,Emergency Call,103.3,1,9,No,No,No,No Coverage,No Lighting,2,52.9,No
CRM0005027,2024,8,Tuesday,Spring,Night (10pm-2am),Egypt,Urban,1041,Robbery,3.6,1,Male,18-25,1,0,94.33,Blunt Object,Acquitted,Closed - Unsolved,Police Station,126.6,1,13,Yes,Yes,No,No Coverage,Well Lit,2,43.2,No
CRM0005028,2024,1,Saturday,Spring,Night (10pm-2am),USA,Urban,1334,Domestic Violence,8.8,1,Unknown,56-65,3,0,275.52,Knife,At Large,Open - Cold Case,Police Station,64.1,2,48,No,Unknown,Yes,No Coverage,Partially Lit,1,35.0,No
CRM0005029,2023,9,Monday,Winter,Evening (6pm-10pm),France,,77,Vandalism,5.3,1,Female,18-25,1,0,127.73,Unknown,Arrested,Open - Active,Community Report,15.5,3,10,Yes,Yes,No,Partial Coverage,Well Lit,2,49.9,No
CRM0005030,2022,4,Sunday,Autumn,Night (10pm-2am),Mexico,Suburban,497,Cybercrime,5.0,1,Female,36-45,2,0,782.78,Firearm,Under Investigation,Open - Cold Case,Emergency Call,47.4,3,42,No,No,No,Partial Coverage,Partially Lit,4,57.8,No
CRM0005031,2024,10,Tuesday,Autumn,Night (10pm-2am),South Africa,Urban,2713,Assault,7.4,4,Male,56-65,6,0,6561.31,Knife,Convicted,Open - Cold Case,Emergency Call,63.2,3,59,No,No,Unknown,Partial Coverage,Partially Lit,1,31.3,No
CRM0005032,2025,8,Friday,Spring,Morning (6am-12pm),Australia,Suburban,341,Vandalism,7.5,1,Female,18-25,0,0,95.57,Blunt Object,Convicted,Pending Trial,Emergency Call,22.4,2,10,Yes,Yes,Yes,Full Coverage,Partially Lit,3,38.1,Yes
CRM0005033,2025,4,Wednesday,Winter,Night (10pm-2am),Pakistan,Urban,1411,Robbery,6.9,2,Male,46-55,2,0,3426.67,Knife,Convicted,Closed - Unsolved,Police Station,7.3,5,45,No,No,No,Full Coverage,Partially Lit,3,43.4,No
CRM0005034,2022,11,Friday,Summer,Morning (6am-12pm),France,Remote,32,Theft,7.9,4,Male,26-35,4,0,2573.58,Knife,Arrested,Open - Active,Online Portal,19.0,2,100,No,No,No,No Coverage,Well Lit,3,22.2,No
CRM0005035,2023,7,Saturday,Winter,Afternoon (12pm-6pm),Germany,Urban,1926,Assault,4.7,1,Male,18-25,0,0,367.58,Firearm,At Large,Open - Cold Case,Police Station,44.6,3,80,Yes,Yes,Yes,Partial Coverage,Well Lit,5,42.9,No
CRM0005036,2024,11,Sunday,Spring,Evening (6pm-10pm),USA,Rural,100,Robbery,8.1,3,Female,18-25,3,0,3906.58,Firearm,Under Investigation,Closed - Unsolved,Online Portal,23.0,4,52,Yes,No,No,Partial Coverage,No Lighting,1,55.0,No
CRM0005037,2025,2,Monday,Summer,Morning (6am-12pm),Mexico,Rural,174,Robbery,9.3,3,Male,46-55,0,2,6525.24,Blunt Object,Unknown,Closed - Unsolved,Community Report,11.0,6,141,No,Yes,Yes,Full Coverage,Partially Lit,1,57.8,No
CRM0005038,2023,1,Thursday,Autumn,Evening (6pm-10pm),Turkey,Suburban,202,Burglary,8.3,5,Male,56-65,0,0,746.67,Blunt Object,Under Investigation,Closed - Unsolved,Police Station,26.7,1,161,Yes,Unknown,Unknown,No Coverage,,1,44.7,No
CRM0005039,2021,7,Sunday,Spring,Afternoon (12pm-6pm),Pakistan,Urban,3272,Assault,4.1,1,Male,Under 18,0,0,41.07,Firearm,Under Investigation,Open - Cold Case,Emergency Call,76.5,1,43,Yes,No,No,No Coverage,Well Lit,3,32.4,No
CRM0005040,2022,1,Sunday,Summer,Evening (6pm-10pm),India,Suburban,348,Burglary,6.5,1,Male,26-35,4,0,723.0,,Convicted,Open - Active,Community Report,50.8,3,8,No,Unknown,No,No Coverage,Well Lit,0,37.7,No
CRM0005041,2022,6,Friday,Spring,Night (10pm-2am),South Africa,Rural,37,Burglary,5.5,1,Male,26-35,4,0,417.83,,Under Investigation,Open - Active,Online Portal,55.9,2,13,Yes,Yes,No,No Coverage,No Lighting,1,42.4,No
CRM0005042,2023,1,Saturday,Winter,Evening (6pm-10pm),Brazil,Rural,91,Burglary,3.9,1,Female,26-35,0,0,45.46,Vehicle,Convicted,Closed - Solved,Anonymous Tip,10.0,2,2,Yes,Unknown,Unknown,Partial Coverage,Poorly Lit,2,70.9,Yes
CRM0005043,2023,4,Wednesday,Autumn,Afternoon (12pm-6pm),Germany,Rural,117,Cybercrime,10.0,5,Unknown,18-25,7,0,22682.74,Blunt Object,Under Investigation,Closed - Solved,Police Station,29.8,3,90,No,No,Unknown,Partial Coverage,No Lighting,2,34.8,Yes
CRM0005044,2025,4,Sunday,Winter,Evening (6pm-10pm),USA,Urban,892,Drug Offense,7.0,2,Unknown,36-45,1,0,593.44,Unknown,Arrested,Closed - Unsolved,Police Station,101.4,1,71,Yes,Yes,Unknown,No Coverage,Well Lit,1,19.8,No
CRM0005045,2022,3,Monday,Spring,Afternoon (12pm-6pm),Pakistan,Urban,8772,Domestic Violence,5.0,1,Female,,0,0,82.48,Knife,At Large,Closed - Unsolved,Community Report,76.9,2,6,No,No,No,No Coverage,Well Lit,3,31.1,No
CRM0005046,2021,10,Tuesday,Autumn,Night (10pm-2am),India,Urban,1754,Assault,5.9,2,Female,36-45,0,0,2775.69,,Under Investigation,Open - Active,Emergency Call,74.2,2,185,Yes,No,Unknown,No Coverage,Well Lit,4,32.9,No
CRM0005047,2024,5,Thursday,Summer,Evening (6pm-10pm),India,Suburban,191,Theft,9.2,1,Male,46-55,0,0,918.86,Knife,Acquitted,Open - Cold Case,Community Report,54.5,4,115,No,,Yes,No Coverage,Well Lit,3,29.3,No
CRM0005048,2021,2,Sunday,Winter,Evening (6pm-10pm),Egypt,Urban,1184,Fraud,6.9,2,Male,46-55,2,1,208.4,,Convicted,Open - Active,Emergency Call,74.0,3,81,No,Yes,Yes,Partial Coverage,Partially Lit,3,28.1,No
CRM0005049,2025,1,Wednesday,Summer,Evening (6pm-10pm),UK,Suburban,368,Robbery,6.3,1,Female,26-35,0,0,1967.65,Firearm,Arrested,Closed - Solved,Community Report,46.8,1,48,No,,Unknown,No Coverage,Well Lit,1,45.3,Yes
CRM0005050,2021,10,Saturday,Spring,Evening (6pm-10pm),India,Suburban,265,Burglary,7.2,2,Female,36-45,1,0,764.02,Firearm,Under Investigation,Open - Cold Case,Emergency Call,22.6,4,124,Yes,No,Yes,Full Coverage,Partially Lit,1,59.9,No
CRM0005051,2025,4,Tuesday,Spring,Night (10pm-2am),Brazil,Remote,25,Vandalism,7.2,4,Male,65+,1,0,15746.99,Vehicle,Under Investigation,Pending Trial,Online Portal,5.0,5,138,No,No,No,Full Coverage,Poorly Lit,3,61.4,Yes
CRM0005052,2021,3,Wednesday,,Morning (6am-12pm),France,Urban,1270,Assault,2.3,1,Male,56-65,0,0,50.44,,Arrested,Open - Cold Case,Online Portal,55.7,3,63,No,Unknown,Yes,Partial Coverage,Poorly Lit,9,47.7,No
CRM0005053,2024,3,Wednesday,Winter,Morning (6am-12pm),South Africa,Suburban,572,Assault,5.8,1,Female,46-55,0,0,147.84,Knife,Unknown,Open - Active,Police Station,48.8,1,23,Unknown,No,Unknown,No Coverage,Well Lit,1,35.3,No
CRM0005054,2025,6,Tuesday,Winter,Late Night (2am-6am),UK,Rural,154,Theft,5.4,1,Female,46-55,0,0,227.41,Knife,At Large,Open - Active,Police Station,14.4,4,35,Yes,No,Yes,Full Coverage,Well Lit,1,84.8,No
CRM0005055,2024,3,Monday,Winter,Evening (6pm-10pm),South Africa,Suburban,262,Burglary,6.6,1,Male,65+,0,0,252.08,Firearm,Convicted,Pending Trial,Police Station,2.7,6,313,Yes,No,Yes,Full Coverage,Poorly Lit,3,78.6,Yes
CRM0005056,2025,7,Thursday,Summer,Evening (6pm-10pm),USA,Suburban,643,Theft,8.9,2,Male,Under 18,4,1,521.49,Firearm,Under Investigation,Open - Active,Emergency Call,28.2,3,45,No,,Unknown,Partial Coverage,Well Lit,2,42.7,No
CRM0005057,2024,11,Friday,Summer,Evening (6pm-10pm),India,Suburban,294,Vandalism,6.5,3,Male,18-25,1,0,13911.25,Firearm,Acquitted,Open - Active,Community Report,26.9,2,61,Yes,No,Yes,Partial Coverage,Partially Lit,1,55.6,No
CRM0005058,2025,9,Sunday,Spring,Evening (6pm-10pm),USA,,1173,Trafficking,3.5,1,Male,36-45,0,0,82.7,Knife,Arrested,Closed - Solved,Police Station,12.9,4,39,No,No,No,Full Coverage,Well Lit,3,83.7,Yes
CRM0005059,2025,6,Friday,Autumn,Late Night (2am-6am),Pakistan,Urban,2175,Assault,6.3,1,Male,18-25,0,0,72.82,,Arrested,Open - Cold Case,Anonymous Tip,38.5,4,14,Yes,No,No,Partial Coverage,Partially Lit,3,52.7,No
CRM0005060,2024,10,Saturday,Winter,Late Night (2am-6am),Germany,Urban,2336,Burglary,9.6,3,Unknown,18-25,0,0,16688.86,Blunt Object,Acquitted,Closed - Solved,Police Station,21.8,6,110,No,Yes,Yes,Full Coverage,Partially Lit,5,58.6,Yes
CRM0005061,2024,2,Thursday,Winter,Night (10pm-2am),USA,Remote,15,Cybercrime,6.2,1,Female,36-45,0,0,48.94,Vehicle,Acquitted,Pending Trial,Police Station,11.8,3,21,Unknown,No,No,Partial Coverage,Partially Lit,1,64.0,Yes
